trip_id,pickup_datetime,dropoff_datetime,pickup_location_id,dropoff_location_id,passenger_count,trip_distance,fare_amount,total_amount
67,2024-06-03 18:00:00,2024-06-03 19:00:00,136,98,6,2.4912764913322794,84.51156805255052,91.23973618904677
68,2024-06-03 19:00:00,2024-06-03 20:00:00,63,198,5,6.903405367656391,87.35252700452993,110.01406150962893
69,2024-06-03 20:00:00,2024-06-03 21:00:00,139,240,6,1.9268014096874935,84.65567255757858,72.29219621742928
70,2024-06-03 21:00:00,2024-06-03 22:00:00,81,144,3,1.9737240665443463,45.47869012945941,88.50389706826253
71,2024-06-03 22:00:00,2024-06-03 23:00:00,163,97,4,6.297124856886754,26.1447596692479,92.06433823488243
72,2024-06-03 23:00:00,2024-06-04 00:00:00,261,201,1,19.59225951956802,42.681902185653925,48.45281316671544
73,2024-06-04 00:00:00,2024-06-04 01:00:00,231,124,5,3.5890723707978367,89.73020633379377,32.72475571790766
74,2024-06-04 01:00:00,2024-06-04 02:00:00,41,187,5,0.44150592645182973,18.92745806074242,28.580212778250363
75,2024-06-04 02:00:00,2024-06-04 03:00:00,28,259,1,15.290952017777826,53.76598602577732,33.91588054385682
76,2024-06-04 03:00:00,2024-06-04 04:00:00,135,148,6,16.15756824331051,27.156666880330143,36.59415665797951
77,2024-06-04 04:00:00,2024-06-04 05:00:00,201,252,5,6.991455989679075,60.22401463654432,28.831179635926492
78,2024-06-04 05:00:00,2024-06-04 06:00:00,33,147,3,9.347008877498267,86.99815958895537,105.9953767601071
79,2024-06-04 06:00:00,2024-06-04 07:00:00,48,148,4,13.03049628459099,88.6341970206496,92.0549001998063
80,2024-06-04 07:00:00,2024-06-04 08:00:00,62,199,1,1.0563725915209712,27.48509339979748,10.393093795990291
81,2024-06-04 08:00:00,2024-06-04 09:00:00,216,128,4,18.98800005866858,91.2309021031119,35.897335432910346
82,2024-06-04 09:00:00,2024-06-04 10:00:00,99,39,5,17.744939707231147,61.229430188022015,7.551245333484688
83,2024-06-04 10:00:00,2024-06-04 11:00:00,172,129,5,5.291783104500107,38.27073343652979,62.28899646427769
84,2024-06-04 11:00:00,2024-06-04 12:00:00,214,151,1,0.40456035177865646,72.27721358040398,59.76423013073663
85,2024-06-04 12:00:00,2024-06-04 13:00:00,35,99,3,18.67538253078171,50.758363856590954,100.60772135718764
86,2024-06-04 13:00:00,2024-06-04 14:00:00,227,252,2,10.070693689913657,40.90882106161418,40.39438257367068
87,2024-06-04 14:00:00,2024-06-04 15:00:00,101,144,1,10.833611223161244,71.98301460818269,98.88435954950216
88,2024-06-04 15:00:00,2024-06-04 16:00:00,131,112,2,13.710879011023007,28.628794670877355,116.31698302557965
89,2024-06-04 16:00:00,2024-06-04 17:00:00,257,60,6,12.355438171359284,36.37399025681436,15.166945687049356
90,2024-06-04 17:00:00,2024-06-04 18:00:00,5,2,2,18.883442930759067,46.27292522638578,96.05905153900778
91,2024-06-04 18:00:00,2024-06-04 19:00:00,218,254,3,18.89060678279083,29.09980651794818,72.84492817082815
92,2024-06-04 19:00:00,2024-06-04 20:00:00,255,140,6,17.357258777744576,43.494198244234624,60.20528620712464
93,2024-06-04 20:00:00,2024-06-04 21:00:00,207,37,2,12.764431589175622,59.28993739447601,53.361614546483636
94,2024-06-04 21:00:00,2024-06-04 22:00:00,15,160,6,16.038890964179753,75.39251678651348,95.2368503535956
95,2024-06-04 22:00:00,2024-06-04 23:00:00,42,9,2,13.575650013421335,77.88351104531431,78.52655605203788
96,2024-06-04 23:00:00,2024-06-05 00:00:00,179,233,3,11.510004129271472,83.16508342828585,97.58013676472662
97,2024-06-05 00:00:00,2024-06-05 01:00:00,63,99,2,2.6571570293548126,75.70010740961331,108.86237174781202
98,2024-06-05 01:00:00,2024-06-05 02:00:00,231,147,2,16.24296311704646,69.69874557420636,75.98532689118858
99,2024-06-05 02:00:00,2024-06-05 03:00:00,241,208,2,16.430725567304712,27.563114772784644,117.75321338562345
100,2024-06-05 03:00:00,2024-06-05 04:00:00,52,131,1,12.556199435021298,43.02117482284236,74.9301026973168
